Day_of_week,Age_band_of_driver,Sex_of_driver,Type_of_vehicle,Area_accident_oc cured,Lanes_or_Medians,Types_of_Junction,Road_surface_conditions,Light_conditions,Weather_conditions,Number_of_vehicles_involved,Number_of_casualties,Sex_of_casualty,Cause_of_accident,Accident_severity
Tuesday,Under 18,Female,E-Bike,Highways,Speed breaker,No junction,Dry,Night,Raining,2,1,Male,Drunk driving,Fatal injury
Tuesday,31-50,Female,E-Bike,Highways,Grass medians,Y Shape,Dry,Daylight,Raining,2,1,Female,Overloading,Fatal injury
Tuesday,Under 18,Female,Public,Highways,One way,Y Shape,Dry,Daylight,Raining,2,1,Male,No distancing,Fatal injury
Sunday,Under 18,Female,Public,Highways,Concrete barriers,No junction,Dry,Night,Raining,1,1,Female,Overspeed,Fatal injury
Wednesday,Under 18,Female,E-Bike,Highways,Grass medians,Crossing,Dry,Night,Raining,1,1,Male,Overspeed,Fatal injury
Tuesday,31-50,Female,Aeroplane,Office areas,Concrete barriers,Y Shape,Dry,Daylight,Raining,1,1,Female,Overtaking,Fatal injury
Thursday,Under 18,Female,Taxi,Office areas,Double carriageway ,No junction,Dry,Daylight,Raining,1,2,Male,Overspeed,Fatal injury
Thursday,Under 18,Female,Lorry,Highways,Concrete barriers,No junction,Dry,Daylight,Raining,1,2,Female,Overtaking,Fatal injury
Thursday,31-50,Female,E-Bike,Highways,Grass medians,Crossing,Dry,Daylight,Raining,1,1,Male,Overspeed,Fatal injury
Thursday,18-30,Female,E-Bike,Highways,Grass medians,Y Shape,Dry,Daylight,Raining,1,1,Female,Overspeed,Fatal injury
Thursday,31-50,Female,Lorry,Highways,Grass medians,Y Shape,Dry,Daylight,Raining,1,1,Male,Overspeed,Fatal injury
Thursday,31-50,Female,Cycle,Industrial areas,Concrete barriers,Y Shape,Dry,Night,Raining,1,1,Male,Overloading,Fatal injury
Saturday,18-30,Female,Aeroplane,Office areas,Grass medians,No junction,Dry,Night,Raining,2,1,Male,Overspeed,Fatal injury
Saturday,18-30,Female,E-Bike,Market areas,Grass medians,No junction,Dry,Night,Raining,2,1,Female,Overloading,Fatal injury
Saturday,Under 18,Female,E-Bike,Highways,Grass medians,Y Shape,Dry,Night,Raining,2,1,Male,Overloading,Fatal injury
Saturday,Under 18,Female,E-Bike,Highways,One way,Y Shape,Dry,Night,Raining,2,1,Female,Overtaking,Fatal injury
Friday,18-30,Female,E-Bike,Office areas,Grass medians,No junction,Moist,Daylight,Raining,1,1,Male,Drunk driving,Fatal injury
Saturday,18-30,Female,Lorry,Highways,Speed breaker,Crossing,Moist,Night,Raining,2,1,Male,Overspeed,Fatal injury
Saturday,18-30,Female,Aeroplane,Highways,Speed breaker,Crossing,Moist,Night,Raining,2,1,Female,No distancing,Fatal injury
Sunday,18-30,Female,Taxi,Highways,Concrete barriers,Y Shape,Dry,Daylight,Raining,2,1,Female,Overspeed,Fatal injury
Sunday,18-30,Female,Train,Highways,One way,Y Shape,Dry,Daylight,Raining,2,1,Male,Overtaking,Fatal injury
Friday,31-50,Female,Aeroplane,Highways,Concrete barriers,No junction,Dry,Night,Raining,2,1,Male,Overspeed,Fatal injury
Friday,18-30,Female,Taxi,Residential areas,Concrete barriers,No junction,Dry,Night,Raining,2,1,Female,Overloading,Fatal injury
Friday,Under 18,Female,Train,Office areas,Concrete barriers,O Shape,Moist,Night,Raining,2,1,Female,No distancing,Fatal injury
Friday,Under 18,Female,Lorry,Highways,Concrete barriers,O Shape,Moist,Night,Raining,2,1,Male,Moving Backward,Fatal injury
Friday,Over 51,Female,E-Bike,Office areas,Concrete barriers,No junction,Dry,Daylight,Raining,2,1,Female,Moving Backward,Fatal injury
Friday,Under 18,Female,Cycle,Highways,Concrete barriers,No junction,Dry,Daylight,Raining,2,1,Female,No distancing,Fatal injury
Tuesday,18-30,Female,E-Bike,Highways,Grass medians,Y Shape,Dry,Daylight,Raining,1,1,Male,No distancing,Fatal injury
Monday,31-50,Female,E-Bike,Office areas,Concrete barriers,Crossing,Moist,Daylight,Raining,3,1,Female,No distancing,Fatal injury
Monday,31-50,Female,Aeroplane,Highways,Concrete barriers,Crossing,Moist,Daylight,Raining,3,1,Male,Overspeed,Fatal injury
Monday,18-30,Female,Cycle,Highways,Concrete barriers,Crossing,Moist,Daylight,Raining,3,1,Female,Overspeed,Fatal injury
Tuesday,Under 18,Female,Train,Market areas,Concrete barriers,Y Shape,Dry,Night,Raining,2,1,Female,Overloading,Fatal injury
Tuesday,Over 51,Female,E-Bike,Highways,Double carriageway ,Y Shape,Dry,Night,Raining,2,1,Male,Overtaking,Fatal injury
Tuesday,Over 51,Female,E-Bike,Market areas,Grass medians,Y Shape,Dry,Daylight,Raining,1,1,Male,Overspeed,Fatal injury
Tuesday,18-30,Female,E-Bike,Residential areas,Double carriageway ,Crossing,Dry,Daylight,Raining,1,1,Male,Overspeed,Fatal injury
Tuesday,Under 18,Female,Taxi,Office areas,Concrete barriers,No junction,Dry,Night,Raining,1,1,Male,No distancing,Fatal injury
Wednesday,18-30,Female,Lorry,Office areas,Grass medians,Crossing,Dry,Daylight,Raining,2,1,Female,Overspeed,Slight Injury
Wednesday,31-50,Female,Lorry,Highways,Concrete barriers,Crossing,Dry,Daylight,Raining,2,1,Male,Overloading,Slight Injury
Wednesday,Under 18,Female,E-Bike,Residential areas,Grass medians,No junction,Dry,Night,Raining,1,1,Male,Overloading,Serious Injury
Friday,31-50,Female,Lorry,Office areas,Speed breaker,No junction,Dry,Daylight,Raining,2,1,Male,No distancing,Slight Injury
Friday,Under 18,Female,Lorry,Residential areas,One way,No junction,Dry,Daylight,Raining,2,1,Female,No distancing,Slight Injury
Thursday,31-50,Female,Lorry,Highways,Concrete barriers,Y Shape,Dry,Daylight,Raining,2,1,Female,Drunk driving,Serious Injury
Thursday,31-50,Female,Lorry,Highways,Concrete barriers,Y Shape,Dry,Daylight,Raining,2,1,Female,Drunk driving,Serious Injury
Thursday,31-50,Female,E-Bike,Residential areas,Concrete barriers,O Shape,Moist,Daylight,Raining,1,2,Female,Overspeed,Slight Injury
Thursday,31-50,Female,E-Bike,Industrial areas,Grass medians,O Shape,Moist,Daylight,Normal,1,2,Male,Overspeed,Slight Injury
Thursday,18-30,Female,E-Bike,Highways,Grass medians,No junction,Dry,Night,Normal,1,1,Female,Overspeed,Slight Injury
Friday,31-50,Female,Public,Office areas,Grass medians,No junction,Moist,Night,Raining,1,1,Male,Overspeed,Slight Injury
Saturday,31-50,Female,E-Bike,Highways,Concrete barriers,No junction,Dry,Daylight,Normal,1,1,Female,Overspeed,Serious Injury
Sunday,31-50,Female,Public,Highways,Grass medians,Crossing,Dry,Night,Normal,2,2,Male,Moving Backward,Slight Injury
Sunday,18-30,Female,Public,Highways,Concrete barriers,Crossing,Dry,Night,Normal,2,2,Female,No distancing,Slight Injury
Sunday,18-30,Female,E-Bike,Highways,Double carriageway ,Crossing,Dry,Night,Normal,2,2,Male,Moving Backward,Slight Injury
Sunday,18-30,Female,Train,Office areas,Grass medians,No junction,Moist,Daylight,Normal,2,3,Male,Overspeed,Fatal injury
Sunday,18-30,Female,E-Bike,Highways,Concrete barriers,No junction,Moist,Daylight,Normal,2,3,Female,Overspeed,Fatal injury
Sunday,Over 51,Female,Lorry,Highways,Speed breaker,No junction,Moist,Daylight,Normal,2,3,Male,No distancing,Fatal injury
Sunday,31-50,Female,Aeroplane,Highways,Concrete barriers,Crossing,Moist,Daylight,Raining,2,1,Male,Overspeed,Fatal injury
Sunday,18-30,Female,Taxi,Highways,Speed breaker,Crossing,Moist,Daylight,Raining,2,1,Male,Overloading,Fatal injury
Thursday,18-30,Female,Train,Office areas,Grass medians,No junction,Dry,Daylight,Normal,2,2,Female,No distancing,Fatal injury
Thursday,18-30,Female,Aeroplane,Office areas,One way,No junction,Dry,Daylight,Normal,2,2,Male,Overspeed,Fatal injury
Thursday,Under 18,Female,Taxi,Highways,Speed breaker,No junction,Dry,Daylight,Normal,2,2,Male,No distancing,Fatal injury
Tuesday,18-30,Female,Train,Office areas,Double carriageway ,No junction,Dry,Night,Normal,1,1,Male,Overspeed,Fatal injury
Wednesday,Under 18,Female,Train,Office areas,Speed breaker,No junction,Moist,Night,Raining,2,1,Female,Overloading,Fatal injury
Wednesday,18-30,Female,E-Bike,Office areas,Concrete barriers,No junction,Moist,Night,Raining,2,1,Male,Overspeed,Slight Injury
Saturday,Under 18,Female,E-Bike,Office areas,One way,Crossing,Dry,Night,Normal,1,1,Female,Overspeed,Serious Injury
Wednesday,Over 51,Female,Aeroplane,Residential areas,Grass medians,O Shape,Dry,Daylight,Normal,2,1,Female,Overtaking,Slight Injury
Wednesday,31-50,Female,Aeroplane,Residential areas,Speed breaker,O Shape,Dry,Daylight,Raining,2,1,Female,Drunk driving,Slight Injury
Wednesday,18-30,Female,E-Bike,Residential areas,Grass medians,O Shape,Dry,Daylight,Raining,2,1,Male,Drunk driving,Fatal injury
Wednesday,18-30,Female,Taxi,Office areas,Double carriageway ,O Shape,Dry,Daylight,Raining,2,1,Male,Overspeed,Fatal injury
Friday,31-50,Female,Aeroplane,Residential areas,Concrete barriers,No junction,Dry,Daylight,Raining,1,2,Male,Drunk driving,Fatal injury
Friday,31-50,Female,Taxi,Highways,Concrete barriers,No junction,Dry,Daylight,Raining,1,2,Female,Overspeed,Fatal injury
Tuesday,Under 18,Female,Train,Highways,Concrete barriers,No junction,Dry,Night,Raining,2,1,Female,Overspeed,Fatal injury
Tuesday,Under 18,Female,E-Bike,Highways,Concrete barriers,No junction,Dry,Night,Raining,2,1,Male,Overspeed,Fatal injury
Saturday,Under 18,Female,Aeroplane,Market areas,Double carriageway ,O Shape,Dry,Night,Raining,1,1,Male,Overloading,Fatal injury
Friday,31-50,Female,E-Bike,Market areas,Double carriageway ,No junction,Dry,Night,Raining,1,1,Female,Moving Backward,Fatal injury
Thursday,Under 18,Female,E-Bike,Market areas,Grass medians,Y Shape,Dry,Night,Raining,1,1,Male,Overspeed,Fatal injury
Thursday,18-30,Female,E-Bike,Residential areas,One way,No junction,Dry,Daylight,Raining,3,1,Female,Overloading,Fatal injury
Thursday,Under 18,Female,E-Bike,Highways,Grass medians,No junction,Dry,Daylight,Raining,3,1,Female,Overspeed,Fatal injury
Thursday,Under 18,Female,Lorry,Office areas,Concrete barriers,No junction,Dry,Daylight,Raining,3,1,Female,Overspeed,Slight Injury
Wednesday,Under 18,Female,Aeroplane,Highways,Concrete barriers,No junction,Dry,Night,Raining,1,1,Male,Overspeed,Serious Injury
Saturday,31-50,Female,Taxi,Market areas,Grass medians,No junction,Dry,Night,Raining,2,3,Female,Overloading,Slight Injury
Saturday,31-50,Female,Taxi,Highways,Double carriageway ,No junction,Dry,Night,Raining,2,3,Female,Overloading,Slight Injury
Saturday,31-50,Female,E-Bike,Industrial areas,Concrete barriers,No junction,Dry,Night,Raining,2,3,Female,Overspeed,Slight Injury
Saturday,31-50,Female,Train,Highways,Concrete barriers,No junction,Dry,Night,Raining,2,3,Male,Overtaking,Slight Injury
Saturday,31-50,Female,E-Bike,Office areas,Concrete barriers,Y Shape,Dry,Daylight,Raining,2,1,Male,Overloading,Slight Injury
Saturday,31-50,Female,Public,Highways,Concrete barriers,Y Shape,Dry,Daylight,Raining,2,1,Female,No distancing,Slight Injury
Sunday,18-30,Female,Lorry,Highways,Concrete barriers,Y Shape,Dry,Night,Raining,1,1,Male,Overspeed,Slight Injury
Friday,31-50,Female,Public,Industrial areas,Grass medians,No junction,Dry,Night,Raining,1,1,Male,Overloading,Slight Injury
Friday,31-50,Female,Aeroplane,Highways,Speed breaker,Y Shape,Dry,Daylight,Raining,2,1,Female,Overloading,Serious Injury
Friday,18-30,Female,Lorry,Residential areas,Concrete barriers,Y Shape,Dry,Daylight,Raining,2,1,Female,Overtaking,Serious Injury
Friday,31-50,Female,Lorry,Office areas,Concrete barriers,No junction,Dry,Daylight,Raining,1,1,Female,Overspeed,Serious Injury
Friday,31-50,Female,Train,Office areas,Double carriageway ,No junction,Dry,Daylight,Raining,1,1,Male,Drunk driving,Slight Injury
Friday,31-50,Female,Taxi,Market areas,One way,Y Shape,Dry,Night,Raining,2,1,Male,Overtaking,Fatal injury
Friday,Over 51,Female,Taxi,Industrial areas,Concrete barriers,Y Shape,Dry,Night,Raining,2,1,Female,Overspeed,Fatal injury
Thursday,18-30,Female,Lorry,Highways,Grass medians,Crossing,Moist,Daylight,Raining,2,1,Female,Moving Backward,Fatal injury
Thursday,31-50,Female,Lorry,Office areas,Grass medians,Crossing,Moist,Daylight,Raining,2,1,Male,Overspeed,Fatal injury
Monday,Under 18,Female,E-Bike,Office areas,Speed breaker,Y Shape,Dry,Night,Raining,2,1,Female,Overspeed,Fatal injury
Monday,18-30,Female,Aeroplane,Residential areas,Concrete barriers,Y Shape,Dry,Night,Raining,2,1,Male,Overspeed,Fatal injury
Monday,31-50,Female,Cycle,Residential areas,Concrete barriers,Y Shape,Dry,Daylight,Raining,2,1,Female,Overloading,Fatal injury
Monday,31-50,Female,Aeroplane,Market areas,Concrete barriers,Y Shape,Dry,Daylight,Raining,2,1,Female,Overloading,Fatal injury
Monday,18-30,Female,E-Bike,Highways,Concrete barriers,Y Shape,Moist,Daylight,Raining,2,1,Male,Overloading,Fatal injury
Monday,18-30,Female,Taxi,Market areas,Grass medians,Y Shape,Moist,Daylight,Raining,2,1,Female,Drunk driving,Fatal injury
Monday,18-30,Female,E-Bike,Office areas,Speed breaker,Y Shape,Dry,Night,Raining,2,1,Male,Overtaking,Fatal injury
Monday,18-30,Female,Public,Highways,Concrete barriers,Y Shape,Dry,Night,Raining,2,1,Female,Moving Backward,Fatal injury
Monday,31-50,Female,E-Bike,Highways,Concrete barriers,Crossing,Dry,Daylight,Raining,1,1,Male,Drunk driving,Fatal injury
Monday,31-50,Female,Aeroplane,Residential areas,Double carriageway ,Y Shape,Dry,Daylight,Raining,1,1,Female,Moving Backward,Fatal injury
Monday,18-30,Female,Public,Residential areas,Concrete barriers,Crossing,Dry,Night,Raining,2,1,Male,No distancing,Fatal injury
Monday,31-50,Female,Train,Residential areas,Double carriageway ,Crossing,Dry,Night,Raining,2,1,Female,Overspeed,Fatal injury
Monday,Over 51,Female,Lorry,Residential areas,Concrete barriers,Crossing,Dry,Daylight,Raining,1,1,Female,Overspeed,Fatal injury
Tuesday,Under 18,Female,Lorry,Highways,Double carriageway ,No junction,Dry,Night,Raining,1,1,Male,Overloading,Fatal injury
Tuesday,18-30,Female,Lorry,Highways,Concrete barriers,Y Shape,Dry,Daylight,Raining,2,1,Male,Overspeed,Fatal injury
Tuesday,31-50,Female,E-Bike,Residential areas,Concrete barriers,Y Shape,Dry,Daylight,Raining,2,1,Female,No distancing,Fatal injury
Tuesday,31-50,Female,Lorry,Highways,Speed breaker,Crossing,Dry,Daylight,Raining,1,1,Female,Overspeed,Fatal injury
Wednesday,18-30,Female,Cycle,Highways,Grass medians,Crossing,Moist,Daylight,Raining,2,1,Female,No distancing,Fatal injury
Wednesday,31-50,Female,Public,Highways,Grass medians,Crossing,Moist,Daylight,Raining,2,1,Female,Moving Backward,Fatal injury
Wednesday,Under 18,Female,E-Bike,Office areas,Grass medians,Y Shape,Dry,Night,Raining,1,1,Female,No distancing,Fatal injury
Monday,Under 18,Female,Train,Office areas,Concrete barriers,Crossing,Dry,Night,Raining,2,1,Male,Moving Backward,Fatal injury
Monday,31-50,Female,E-Bike,Residential areas,Grass medians,Crossing,Dry,Night,Raining,2,1,Female,Overspeed,Slight Injury
Saturday,31-50,Female,Lorry,Highways,Concrete barriers,No junction,Dry,Daylight,Raining,1,1,Male,Overtaking,Serious Injury
Sunday,31-50,Female,Aeroplane,Industrial areas,Grass medians,Y Shape,Dry,Night,Raining,1,1,Female,No distancing,Serious Injury
Tuesday,Under 18,Female,Taxi,Office areas,Concrete barriers,Crossing,Dry,Daylight,Raining,1,1,Female,Overspeed,Slight Injury
Thursday,18-30,Female,Cycle,Industrial areas,Concrete barriers,No junction,Dry,Daylight,Raining,2,1,Female,No distancing,Fatal injury
Thursday,31-50,Female,Lorry,Residential areas,Concrete barriers,No junction,Dry,Daylight,Raining,2,1,Male,Overspeed,Fatal injury
Thursday,18-30,Female,E-Bike,Residential areas,Grass medians,Crossing,Dry,Daylight,Raining,1,1,Male,Moving Backward,Fatal injury
Friday,Over 51,Female,Public,Highways,Grass medians,Y Shape,Moist,Night,Raining,2,2,Male,Overspeed,Fatal injury
Friday,Over 51,Female,E-Bike,Residential areas,Grass medians,Y Shape,Moist,Night,Raining,2,2,Male,No distancing,Fatal injury
Friday,31-50,Female,Lorry,Highways,Speed breaker,Y Shape,Moist,Night,Raining,2,2,Male,Overspeed,Fatal injury
Thursday,18-30,Female,Public,Highways,Grass medians,Crossing,Dry,Night,Raining,2,1,Female,Overspeed,Fatal injury
Thursday,18-30,Female,Aeroplane,Highways,One way,Crossing,Dry,Night,Normal,2,1,Female,Overspeed,Fatal injury
Friday,31-50,Female,Public,Highways,One way,Crossing,Dry,Daylight,Normal,2,2,Female,Overspeed,Fatal injury
Friday,31-50,Female,Lorry,Highways,One way,Crossing,Dry,Daylight,Normal,2,2,Female,Overtaking,Fatal injury
Friday,31-50,Female,E-Bike,Highways,One way,Crossing,Dry,Daylight,Normal,2,2,Female,Overspeed,Fatal injury
Friday,31-50,Female,Lorry,Highways,Concrete barriers,Crossing,Dry,Night,Normal,2,1,Male,Overloading,Fatal injury
Friday,31-50,Female,Train,Highways,Grass medians,Crossing,Dry,Night,Normal,2,1,Male,Overloading,Fatal injury
Friday,31-50,Female,Taxi,Highways,Grass medians,No junction,Dry,Daylight,Raining,1,1,Male,No distancing,Fatal injury
Friday,31-50,Female,E-Bike,Market areas,Speed breaker,Y Shape,Dry,Night,Raining,1,1,Female,No distancing,Fatal injury
Saturday,31-50,Female,E-Bike,Residential areas,Grass medians,No junction,Dry,Daylight,Raining,2,2,Male,Overtaking,Fatal injury
Saturday,31-50,Female,Cycle,Highways,Concrete barriers,No junction,Dry,Daylight,Raining,2,2,Female,Overloading,Fatal injury
Saturday,Over 51,Female,Aeroplane,Office areas,Grass medians,No junction,Dry,Daylight,Raining,1,1,Male,Overspeed,Slight Injury
Sunday,Under 18,Female,E-Bike,Residential areas,Grass medians,No junction,Dry,Night,Raining,1,3,Male,Overtaking,Serious Injury
Sunday,Under 18,Female,Public,Highways,One way,No junction,Flood,Night,Raining,1,3,Female,Overspeed,Serious Injury
Sunday,Under 18,Female,Public,Residential areas,Concrete barriers,No junction,Flood,Night,Raining,1,3,Male,Moving Backward,Serious Injury
Saturday,31-50,Female,E-Bike,Residential areas,Grass medians,No junction,Flood,Night,Raining,2,1,Female,Drunk driving,Slight Injury
Saturday,18-30,Female,Public,Residential areas,Concrete barriers,No junction,Flood,Night,Raining,2,1,Female,No distancing,Fatal injury
Thursday,31-50,Female,Public,Highways,Speed breaker,Crossing,Flood,Night,Raining,2,1,Female,No distancing,Fatal injury
Thursday,Under 18,Female,Lorry,Highways,Grass medians,Crossing,Flood,Night,Raining,2,1,Male,No distancing,Fatal injury
Monday,31-50,Female,E-Bike,Highways,One way,Y Shape,Flood,Daylight,Raining,2,1,Female,Overtaking,Fatal injury
Monday,18-30,Female,Taxi,Market areas,Grass medians,Y Shape,Flood,Daylight,Raining,2,1,Male,Overspeed,Fatal injury
Monday,Under 18,Female,Taxi,Residential areas,Grass medians,Y Shape,Flood,Snowy,Raining,2,1,Female,Drunk driving,Fatal injury
Monday,31-50,Female,Lorry,Residential areas,One way,Y Shape,Flood,Snowy,Raining,2,1,Male,Overtaking,Fatal injury
Monday,18-30,Female,E-Bike,Residential areas,Grass medians,Y Shape,Flood,Snowy,Raining,2,1,Female,Overspeed,Fatal injury
Monday,18-30,Female,Train,Highways,Concrete barriers,Y Shape,Flood,Snowy,Raining,2,1,Female,Overtaking,Fatal injury
Monday,31-50,Female,Aeroplane,Office areas,Concrete barriers,No junction,Flood,Snowy,Raining,2,1,Male,Overspeed,Fatal injury
Monday,31-50,Female,Cycle,Highways,Speed breaker,No junction,Flood,Snowy,Raining,2,1,Female,Overtaking,Fatal injury
Tuesday,31-50,Female,Aeroplane,Office areas,Double carriageway ,O Shape,Flood,Snowy,Raining,2,1,Female,No distancing,Fatal injury
Tuesday,18-30,Female,E-Bike,Residential areas,Concrete barriers,O Shape,Flood,Snowy,Raining,2,1,Female,Moving Backward,Fatal injury
Tuesday,31-50,Female,E-Bike,Office areas,Double carriageway ,Crossing,Flood,Snowy,Raining,1,1,Female,Overtaking,Fatal injury
Tuesday,18-30,Female,Cycle,Office areas,Double carriageway ,Y Shape,Flood,Snowy,Raining,2,1,Male,Overspeed,Fatal injury
Tuesday,31-50,Female,Public,Highways,Double carriageway ,Y Shape,Flood,Snowy,Raining,2,1,Female,No distancing,Fatal injury
Wednesday,31-50,Female,E-Bike,Office areas,Concrete barriers,Y Shape,Flood,Daylight,Raining,1,1,Female,Moving Backward,Fatal injury
Thursday,31-50,Female,Aeroplane,Office areas,Concrete barriers,Y Shape,Flood,Night,Raining,1,1,Male,No distancing,Fatal injury
Thursday,31-50,Female,E-Bike,Office areas,One way,Y Shape,Flood,Daylight,Raining,2,1,Male,Overtaking,Fatal injury
Thursday,18-30,Female,Aeroplane,Highways,Grass medians,Y Shape,Flood,Daylight,Raining,2,1,Male,Overtaking,Fatal injury
